2021-10-06 16:47:51 startup archives install
2021-12-20 11:35:26 status unpacked libksba8:amd64 1.3.5-2
2021-12-20 11:35:26 install libnpth0:amd64 <none> 1.6-1
2021-12-20 11:35:26 status half-installed libnpth0:amd64 1.6-1
2021-12-20 11:35:26 status unpacked libnpth0:amd64 1.6-1
2021-12-20 11:35:27 install dirmngr:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status half-installed dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 install libfakeroot:amd64 <none> 1.24-1
2021-12-20 11:35:27 status half-installed libfakeroot:amd64 1.24-1
2021-12-20 11:35:27 status unpacked libfakeroot:amd64 1.24-1
2021-12-20 11:35:27 install fakeroot:amd64 <none> 1.24-1
2021-12-20 11:35:27 status half-installed fakeroot:amd64 1.24-1
2021-12-20 11:35:27 status unpacked fakeroot:amd64 1.24-1
2021-12-20 11:35:27 install gnupg-l10n:all <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status half-installed gnupg-l10n:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 install gnupg-utils:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status half-installed gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 install gpg:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status half-installed gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 status unpacked gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:27 install pinentry-curses:amd64 <none> 1.1.0-3build1
2021-12-20 11:35:27 status half-installed pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:35:27 status unpacked pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:35:28 install gpg-agent:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status half-installed gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 install gpg-wks-client:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status half-installed gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 install gpg-wks-server:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status half-installed gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 install gpgsm:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status half-installed gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 install gnupg:all <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status half-installed gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 status triggers-pending install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:28 status unpacked gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:28 install libalgorithm-diff-perl:all <none> 1.19.03-2
2021-12-20 11:35:28 status half-installed libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:35:28 status unpacked libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:35:28 install libalgorithm-diff-xs-perl:amd64 <none> 0.04-6
2021-12-20 11:35:28 status half-installed libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:35:28 status unpacked libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:35:28 install libalgorithm-merge-perl:all <none> 0.08-3
2021-12-20 11:35:28 status half-installed libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:35:28 status unpacked libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:35:28 install libfile-fcntllock-perl:amd64 <none> 0.22-3build4
2021-12-20 11:35:28 status half-installed libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:35:28 status unpacked libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:35:28 install manpages-dev:all <none> 5.05-1
2021-12-20 11:35:28 status half-installed manpages-dev:all 5.05-1
2021-12-20 11:35:29 status unpacked manpages-dev:all 5.05-1
2021-12-20 11:35:29 startup packages configure
2021-12-20 11:35:29 configure libksba8:amd64 1.3.5-2 <none>
2021-12-20 11:35:29 status unpacked libksba8:amd64 1.3.5-2
2021-12-20 11:35:29 status half-configured libksba8:amd64 1.3.5-2
2021-12-20 11:35:29 status installed libksba8:amd64 1.3.5-2
2021-12-20 11:35:29 configure libfile-fcntllock-perl:amd64 0.22-3build4 <none>
2021-12-20 11:35:29 status unpacked libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:35:29 status half-configured libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:35:29 status installed libfile-fcntllock-perl:amd64 0.22-3build4
2021-12-20 11:35:29 configure libalgorithm-diff-perl:all 1.19.03-2 <none>
2021-12-20 11:35:29 status unpacked libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:35:29 status half-configured libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:35:29 status installed libalgorithm-diff-perl:all 1.19.03-2
2021-12-20 11:35:29 configure manpages:all 5.05-1 <none>
2021-12-20 11:35:29 status unpacked manpages:all 5.05-1
2021-12-20 11:35:29 status half-configured manpages:all 5.05-1
2021-12-20 11:35:29 status installed manpages:all 5.05-1
2021-12-20 11:35:29 configure binutils-common:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:29 status unpacked binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status half-configured binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status installed binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 configure linux-libc-dev:amd64 5.4.0-91.102 <none>
2021-12-20 11:35:29 status unpacked linux-libc-dev:amd64 5.4.0-91.102
2021-12-20 11:35:29 status half-configured linux-libc-dev:amd64 5.4.0-91.102
2021-12-20 11:35:29 status installed linux-libc-dev:amd64 5.4.0-91.102
2021-12-20 11:35:29 configure libctf-nobfd0:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:29 status unpacked libctf-nobfd0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status half-configured libctf-nobfd0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status installed libctf-nobfd0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 configure libnpth0:amd64 1.6-1 <none>
2021-12-20 11:35:29 status unpacked libnpth0:amd64 1.6-1
2021-12-20 11:35:29 status half-configured libnpth0:amd64 1.6-1
2021-12-20 11:35:29 status installed libnpth0:amd64 1.6-1
2021-12-20 11:35:29 configure libassuan0:amd64 2.5.3-7ubuntu2 <none>
2021-12-20 11:35:29 status unpacked libassuan0:amd64 2.5.3-7ubuntu2
2021-12-20 11:35:29 status half-configured libassuan0:amd64 2.5.3-7ubuntu2
2021-12-20 11:35:29 status installed libassuan0:amd64 2.5.3-7ubuntu2
2021-12-20 11:35:29 configure libfakeroot:amd64 1.24-1 <none>
2021-12-20 11:35:29 status unpacked libfakeroot:amd64 1.24-1
2021-12-20 11:35:29 status half-configured libfakeroot:amd64 1.24-1
2021-12-20 11:35:29 status installed libfakeroot:amd64 1.24-1
2021-12-20 11:35:29 configure fakeroot:amd64 1.24-1 <none>
2021-12-20 11:35:29 status unpacked fakeroot:amd64 1.24-1
2021-12-20 11:35:29 status half-configured fakeroot:amd64 1.24-1
2021-12-20 11:35:29 status installed fakeroot:amd64 1.24-1
2021-12-20 11:35:29 configure make:amd64 4.2.1-1.2 <none>
2021-12-20 11:35:29 status unpacked make:amd64 4.2.1-1.2
2021-12-20 11:35:29 status half-configured make:amd64 4.2.1-1.2
2021-12-20 11:35:29 status installed make:amd64 4.2.1-1.2
2021-12-20 11:35:29 configure libmpfr6:amd64 4.0.2-1 <none>
2021-12-20 11:35:29 status unpacked libmpfr6:amd64 4.0.2-1
2021-12-20 11:35:29 status half-configured libmpfr6:amd64 4.0.2-1
2021-12-20 11:35:29 status installed libmpfr6:amd64 4.0.2-1
2021-12-20 11:35:29 configure gnupg-l10n:all 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:29 status unpacked gnupg-l10n:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status half-configured gnupg-l10n:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status installed gnupg-l10n:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 configure libquadmath0:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked libquadmath0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status half-configured libquadmath0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status installed libquadmath0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 configure libmpc3:amd64 1.1.0-1 <none>
2021-12-20 11:35:29 status unpacked libmpc3:amd64 1.1.0-1
2021-12-20 11:35:29 status half-configured libmpc3:amd64 1.1.0-1
2021-12-20 11:35:29 status installed libmpc3:amd64 1.1.0-1
2021-12-20 11:35:29 configure libdpkg-perl:all 1.19.7ubuntu3 <none>
2021-12-20 11:35:29 status unpacked libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:35:29 status half-configured libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:35:29 status installed libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:35:29 configure libubsan1:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked libubsan1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status half-configured libubsan1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status installed libubsan1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 configure libcrypt-dev:amd64 1:4.4.10-10ubuntu4 <none>
2021-12-20 11:35:29 status unpacked libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:35:29 status half-configured libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:35:29 status installed libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:35:29 configure gpgconf:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:29 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status half-configured gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status installed gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 configure libisl22:amd64 0.22.1-1 <none>
2021-12-20 11:35:29 status unpacked libisl22:amd64 0.22.1-1
2021-12-20 11:35:29 status half-configured libisl22:amd64 0.22.1-1
2021-12-20 11:35:29 status installed libisl22:amd64 0.22.1-1
2021-12-20 11:35:29 configure libbinutils:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:29 status unpacked libbinutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status half-configured libbinutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 status installed libbinutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:29 configure libc-dev-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:35:29 status unpacked libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:29 status half-configured libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:29 status installed libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:29 configure libalgorithm-diff-xs-perl:amd64 0.04-6 <none>
2021-12-20 11:35:29 status unpacked libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:35:29 status half-configured libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:35:29 status installed libalgorithm-diff-xs-perl:amd64 0.04-6
2021-12-20 11:35:29 configure libcc1-0:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked libcc1-0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status half-configured libcc1-0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status installed libcc1-0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 configure liblocale-gettext-perl:amd64 1.07-4 <none>
2021-12-20 11:35:29 status unpacked liblocale-gettext-perl:amd64 1.07-4
2021-12-20 11:35:29 status half-configured liblocale-gettext-perl:amd64 1.07-4
2021-12-20 11:35:29 status installed liblocale-gettext-perl:amd64 1.07-4
2021-12-20 11:35:29 configure gpg:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:29 status unpacked gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status half-configured gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 status installed gpg:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:29 configure liblsan0:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked liblsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status half-configured liblsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status installed liblsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 configure libitm1:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked libitm1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status half-configured libitm1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 status installed libitm1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:29 configure gcc-9-base:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:29 status unpacked gcc-9-base:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:29 status half-configured gcc-9-base:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:29 status installed gcc-9-base:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:29 configure libalgorithm-merge-perl:all 0.08-3 <none>
2021-12-20 11:35:29 status unpacked libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:35:29 status half-configured libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:35:29 status installed libalgorithm-merge-perl:all 0.08-3
2021-12-20 11:35:30 configure gnupg-utils:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:30 status unpacked gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:30 status half-configured gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:30 status installed gnupg-utils:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:30 configure libtsan0:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:30 status unpacked libtsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:30 status half-configured libtsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:30 status installed libtsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:30 configure libctf0:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:30 status unpacked libctf0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:30 status half-configured libctf0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:30 status installed libctf0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:30 configure pinentry-curses:amd64 1.1.0-3build1 <none>
2021-12-20 11:35:30 status unpacked pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:35:30 status half-configured pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:35:30 status installed pinentry-curses:amd64 1.1.0-3build1
2021-12-20 11:35:30 configure manpages-dev:all 5.05-1 <none>
2021-12-20 11:35:30 status unpacked manpages-dev:all 5.05-1
2021-12-20 11:35:30 status half-configured manpages-dev:all 5.05-1
2021-12-20 11:35:30 status installed manpages-dev:all 5.05-1
2021-12-20 11:35:30 configure gpg-agent:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:30 status unpacked gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:30 status half-configured gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed gpg-agent:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure gpgsm:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:31 status unpacked gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status half-configured gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed gpgsm:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure dirmngr:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:31 status unpacked dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status half-configured dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed dirmngr:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure libasan5:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked libasan5:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured libasan5:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed libasan5:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure gpg-wks-server:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:31 status unpacked gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status half-configured gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed gpg-wks-server:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure cpp-9:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure libc6-dev:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:35:31 status unpacked libc6-dev:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:31 status half-configured libc6-dev:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:31 status installed libc6-dev:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:31 configure binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:31 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 status half-configured binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 status installed binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 configure gpg-wks-client:amd64 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:31 status unpacked gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status half-configured gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed gpg-wks-client:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure binutils:amd64 2.34-6ubuntu1.3 <none>
2021-12-20 11:35:31 status unpacked binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 status half-configured binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 status installed binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:31 configure dpkg-dev:all 1.19.7ubuntu3 <none>
2021-12-20 11:35:31 status unpacked dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:35:31 status half-configured dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:35:31 status installed dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:35:31 configure libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure cpp:amd64 4:9.3.0-1ubuntu2 <none>
2021-12-20 11:35:31 status unpacked cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 status half-configured cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 status installed cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 configure gnupg:all 2.2.19-3ubuntu2.1 <none>
2021-12-20 11:35:31 status unpacked gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status half-configured gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 status installed gnupg:all 2.2.19-3ubuntu2.1
2021-12-20 11:35:31 configure gcc-9:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure gcc:amd64 4:9.3.0-1ubuntu2 <none>
2021-12-20 11:35:31 status unpacked gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 status half-configured gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 status installed gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 configure g++-9:amd64 9.3.0-17ubuntu1~20.04 <none>
2021-12-20 11:35:31 status unpacked g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status half-configured g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 status installed g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:31 configure g++:amd64 4:9.3.0-1ubuntu2 <none>
2021-12-20 11:35:31 status unpacked g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:31 status half-configured g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:32 status installed g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:32 configure build-essential:amd64 12.8ubuntu1.1 <none>
2021-12-20 11:35:32 status unpacked build-essential:amd64 12.8ubuntu1.1
2021-12-20 11:35:32 status half-configured build-essential:amd64 12.8ubuntu1.1
2021-12-20 11:35:32 status installed build-essential:amd64 12.8ubuntu1.1
2021-12-20 11:35:32 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:35:32 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:32 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:32 trigproc install-info:amd64 6.7.0.dfsg.2-5 <none>
2021-12-20 11:35:32 status half-configured install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:32 status installed install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:45 startup archives unpack
2021-12-20 11:35:46 install libelf1:amd64 <none> 0.176-1.1build1
2021-12-20 11:35:46 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:46 status half-installed libelf1:amd64 0.176-1.1build1
2021-12-20 11:35:46 status unpacked libelf1:amd64 0.176-1.1build1
2021-12-20 11:35:46 install libdw1:amd64 <none> 0.176-1.1build1
2021-12-20 11:35:46 status half-installed libdw1:amd64 0.176-1.1build1
2021-12-20 11:35:46 status unpacked libdw1:amd64 0.176-1.1build1
2021-12-20 11:35:46 install libbabeltrace1:amd64 <none> 1.5.8-1build1
2021-12-20 11:35:46 status half-installed libbabeltrace1:amd64 1.5.8-1build1
2021-12-20 11:35:46 status unpacked libbabeltrace1:amd64 1.5.8-1build1
2021-12-20 11:35:46 install gdb:amd64 <none> 9.2-0ubuntu1~20.04
2021-12-20 11:35:46 status half-installed gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:35:47 status unpacked gdb:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:35:47 install gdbserver:amd64 <none> 9.2-0ubuntu1~20.04
2021-12-20 11:35:47 status half-installed gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:35:47 status unpacked gdbserver:amd64 9.2-0ubuntu1~20.04
2021-12-20 11:35:47 install libc6-dbg:amd64 <none> 2.31-0ubuntu9.2
2021-12-20 11:35:47 status half-installed libc6-dbg:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:49 status unpacked libc6-dbg:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:49 install valgrind:amd64 <none> 1:3.15.0-1ubuntu9.1
2021-12-20 11:35:49 status half-installed valgrind:amd64 1:3.15.0-1ubuntu9.1
