2021-10-06 16:47:51 startup archives install
2021-12-20 11:34:47 status unpacked libcanberra0:amd64 0.30-7ubuntu1
2021-12-20 11:34:47 status half-configured libcanberra0:amd64 0.30-7ubuntu1
2021-12-20 11:34:47 status installed libcanberra0:amd64 0.30-7ubuntu1
2021-12-20 11:34:47 configure fontconfig:amd64 2.13.1-2ubuntu3 <none>
2021-12-20 11:34:47 status unpacked fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:34:47 status half-configured fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:34:49 status installed fontconfig:amd64 2.13.1-2ubuntu3
2021-12-20 11:34:49 configure libotf0:amd64 0.9.13-7 <none>
2021-12-20 11:34:49 status unpacked libotf0:amd64 0.9.13-7
2021-12-20 11:34:49 status half-configured libotf0:amd64 0.9.13-7
2021-12-20 11:34:49 status installed libotf0:amd64 0.9.13-7
2021-12-20 11:34:49 configure libxft2:amd64 2.3.3-0ubuntu1 <none>
2021-12-20 11:34:49 status unpacked libxft2:amd64 2.3.3-0ubuntu1
2021-12-20 11:34:49 status half-configured libxft2:amd64 2.3.3-0ubuntu1
2021-12-20 11:34:49 status installed libxft2:amd64 2.3.3-0ubuntu1
2021-12-20 11:34:49 configure vim:amd64 2:8.1.2269-1ubuntu5.4 <none>
2021-12-20 11:34:49 status unpacked vim:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:34:49 status half-configured vim:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:34:49 status installed vim:amd64 2:8.1.2269-1ubuntu5.4
2021-12-20 11:34:49 configure dconf-gsettings-backend:amd64 0.36.0-1 <none>
2021-12-20 11:34:49 status unpacked dconf-gsettings-backend:amd64 0.36.0-1
2021-12-20 11:34:49 status half-configured dconf-gsettings-backend:amd64 0.36.0-1
2021-12-20 11:34:49 status installed dconf-gsettings-backend:amd64 0.36.0-1
2021-12-20 11:34:49 configure libpango-1.0-0:amd64 1.44.7-2ubuntu4 <none>
2021-12-20 11:34:49 status unpacked libpango-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status half-configured libpango-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status installed libpango-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 configure libcairo2:amd64 1.16.0-4ubuntu1 <none>
2021-12-20 11:34:49 status unpacked libcairo2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 status half-configured libcairo2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 status installed libcairo2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 configure libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4 <none>
2021-12-20 11:34:49 status unpacked libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 status half-configured libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 status installed libmagickcore-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 configure libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2 <none>
2021-12-20 11:34:49 status unpacked libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 status half-configured libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 status installed libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 configure libgd3:amd64 2.2.5-5.2ubuntu2.1 <none>
2021-12-20 11:34:49 status unpacked libgd3:amd64 2.2.5-5.2ubuntu2.1
2021-12-20 11:34:49 status half-configured libgd3:amd64 2.2.5-5.2ubuntu2.1
2021-12-20 11:34:49 status installed libgd3:amd64 2.2.5-5.2ubuntu2.1
2021-12-20 11:34:49 configure libxt6:amd64 1:1.1.5-1 <none>
2021-12-20 11:34:49 status unpacked libxt6:amd64 1:1.1.5-1
2021-12-20 11:34:49 status half-configured libxt6:amd64 1:1.1.5-1
2021-12-20 11:34:49 status installed libxt6:amd64 1:1.1.5-1
2021-12-20 11:34:49 configure libcups2:amd64 2.3.1-9ubuntu1.1 <none>
2021-12-20 11:34:49 status unpacked libcups2:amd64 2.3.1-9ubuntu1.1
2021-12-20 11:34:49 status half-configured libcups2:amd64 2.3.1-9ubuntu1.1
2021-12-20 11:34:49 status installed libcups2:amd64 2.3.1-9ubuntu1.1
2021-12-20 11:34:49 configure libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2 <none>
2021-12-20 11:34:49 status unpacked libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 status half-configured libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 status installed libgdk-pixbuf2.0-bin:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 configure libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4 <none>
2021-12-20 11:34:49 status unpacked libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 status half-configured libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 status installed libmagickwand-6.q16-6:amd64 8:6.9.10.23+dfsg-2.1ubuntu11.4
2021-12-20 11:34:49 configure libcairo-gobject2:amd64 1.16.0-4ubuntu1 <none>
2021-12-20 11:34:49 status unpacked libcairo-gobject2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 status half-configured libcairo-gobject2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 status installed libcairo-gobject2:amd64 1.16.0-4ubuntu1
2021-12-20 11:34:49 configure libpangoft2-1.0-0:amd64 1.44.7-2ubuntu4 <none>
2021-12-20 11:34:49 status unpacked libpangoft2-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status half-configured libpangoft2-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status installed libpangoft2-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 configure libgtk-3-common:all 3.24.20-0ubuntu1 <none>
2021-12-20 11:34:49 status unpacked libgtk-3-common:all 3.24.20-0ubuntu1
2021-12-20 11:34:49 status half-configured libgtk-3-common:all 3.24.20-0ubuntu1
2021-12-20 11:34:49 status triggers-awaited libgtk-3-common:all 3.24.20-0ubuntu1
2021-12-20 11:34:49 configure libpangocairo-1.0-0:amd64 1.44.7-2ubuntu4 <none>
2021-12-20 11:34:49 status unpacked libpangocairo-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status half-configured libpangocairo-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 status installed libpangocairo-1.0-0:amd64 1.44.7-2ubuntu4
2021-12-20 11:34:49 configure gsettings-desktop-schemas:all 3.36.0-1ubuntu1 <none>
2021-12-20 11:34:49 status unpacked gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2021-12-20 11:34:49 status half-configured gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2021-12-20 11:34:49 status triggers-awaited gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2021-12-20 11:34:49 configure gtk-update-icon-cache:amd64 3.24.20-0ubuntu1 <none>
2021-12-20 11:34:49 status unpacked gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:49 status half-configured gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:49 status installed gtk-update-icon-cache:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:49 configure libgs9:amd64 9.50~dfsg-5ubuntu4.4 <none>
2021-12-20 11:34:49 status unpacked libgs9:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 status half-configured libgs9:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 status installed libgs9:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 configure libm17n-0:amd64 1.8.0-2 <none>
2021-12-20 11:34:49 status unpacked libm17n-0:amd64 1.8.0-2
2021-12-20 11:34:49 status half-configured libm17n-0:amd64 1.8.0-2
2021-12-20 11:34:49 status installed libm17n-0:amd64 1.8.0-2
2021-12-20 11:34:49 configure ghostscript:amd64 9.50~dfsg-5ubuntu4.4 <none>
2021-12-20 11:34:49 status unpacked ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 status half-configured ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 status installed ghostscript:amd64 9.50~dfsg-5ubuntu4.4
2021-12-20 11:34:49 configure librsvg2-2:amd64 2.48.9-1ubuntu0.20.04.1 <none>
2021-12-20 11:34:49 status unpacked librsvg2-2:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 status half-configured librsvg2-2:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 status installed librsvg2-2:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 configure librsvg2-common:amd64 2.48.9-1ubuntu0.20.04.1 <none>
2021-12-20 11:34:49 status unpacked librsvg2-common:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 status half-configured librsvg2-common:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 status installed librsvg2-common:amd64 2.48.9-1ubuntu0.20.04.1
2021-12-20 11:34:49 status triggers-pending libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:49 configure adwaita-icon-theme:all 3.36.1-2ubuntu0.20.04.2 <none>
2021-12-20 11:34:49 status unpacked adwaita-icon-theme:all 3.36.1-2ubuntu0.20.04.2
2021-12-20 11:34:49 status half-configured adwaita-icon-theme:all 3.36.1-2ubuntu0.20.04.2
2021-12-20 11:34:49 status installed adwaita-icon-theme:all 3.36.1-2ubuntu0.20.04.2
2021-12-20 11:34:49 configure humanity-icon-theme:all 0.6.15 <none>
2021-12-20 11:34:49 status unpacked humanity-icon-theme:all 0.6.15
2021-12-20 11:34:49 status half-configured humanity-icon-theme:all 0.6.15
2021-12-20 11:34:50 status installed humanity-icon-theme:all 0.6.15
2021-12-20 11:34:50 configure ubuntu-mono:all 19.04-0ubuntu3 <none>
2021-12-20 11:34:50 status unpacked ubuntu-mono:all 19.04-0ubuntu3
2021-12-20 11:34:50 status half-configured ubuntu-mono:all 19.04-0ubuntu3
2021-12-20 11:34:50 status installed ubuntu-mono:all 19.04-0ubuntu3
2021-12-20 11:34:50 trigproc systemd:amd64 245.4-4ubuntu3.13 <none>
2021-12-20 11:34:50 status half-configured systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:34:50 status installed systemd:amd64 245.4-4ubuntu3.13
2021-12-20 11:34:50 trigproc install-info:amd64 6.7.0.dfsg.2-5 <none>
2021-12-20 11:34:50 status half-configured install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:50 status installed install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:34:50 trigproc mime-support:all 3.64ubuntu1 <none>
2021-12-20 11:34:50 status half-configured mime-support:all 3.64ubuntu1
2021-12-20 11:34:50 status installed mime-support:all 3.64ubuntu1
2021-12-20 11:34:50 trigproc libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.4 <none>
2021-12-20 11:34:50 status half-configured libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:34:50 status installed libgtk-3-common:all 3.24.20-0ubuntu1
2021-12-20 11:34:50 status installed gsettings-desktop-schemas:all 3.36.0-1ubuntu1
2021-12-20 11:34:50 status installed libglib2.0-0:amd64 2.64.6-1~ubuntu20.04.4
2021-12-20 11:34:50 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:34:50 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:34:50 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:34:50 configure glib-networking:amd64 2.64.2-1ubuntu0.1 <none>
2021-12-20 11:34:50 status unpacked glib-networking:amd64 2.64.2-1ubuntu0.1
2021-12-20 11:34:50 status half-configured glib-networking:amd64 2.64.2-1ubuntu0.1
2021-12-20 11:34:50 status installed glib-networking:amd64 2.64.2-1ubuntu0.1
2021-12-20 11:34:50 configure libsoup2.4-1:amd64 2.70.0-1 <none>
2021-12-20 11:34:50 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:34:50 status unpacked libsoup2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 status half-configured libsoup2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 status installed libsoup2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 configure libsoup-gnome2.4-1:amd64 2.70.0-1 <none>
2021-12-20 11:34:50 status unpacked libsoup-gnome2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 status half-configured libsoup-gnome2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 status installed libsoup-gnome2.4-1:amd64 2.70.0-1
2021-12-20 11:34:50 configure librest-0.7-0:amd64 0.8.1-1 <none>
2021-12-20 11:34:50 status unpacked librest-0.7-0:amd64 0.8.1-1
2021-12-20 11:34:50 status half-configured librest-0.7-0:amd64 0.8.1-1
2021-12-20 11:34:50 status installed librest-0.7-0:amd64 0.8.1-1
2021-12-20 11:34:50 configure libgtk-3-0:amd64 3.24.20-0ubuntu1 <none>
2021-12-20 11:34:50 status unpacked libgtk-3-0:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 status half-configured libgtk-3-0:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 status installed libgtk-3-0:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 configure libgtk-3-bin:amd64 3.24.20-0ubuntu1 <none>
2021-12-20 11:34:50 status unpacked libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 status half-configured libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 status installed libgtk-3-bin:amd64 3.24.20-0ubuntu1
2021-12-20 11:34:50 configure emacs-gtk:amd64 1:26.3+1-1ubuntu2 <none>
2021-12-20 11:34:50 status unpacked emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 status half-configured emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 status installed emacs-gtk:amd64 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 configure emacs:all 1:26.3+1-1ubuntu2 <none>
2021-12-20 11:34:50 status unpacked emacs:all 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 status half-configured emacs:all 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 status installed emacs:all 1:26.3+1-1ubuntu2
2021-12-20 11:34:50 trigproc libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2 <none>
2021-12-20 11:34:50 status half-configured libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:50 status installed libgdk-pixbuf2.0-0:amd64 2.40.0+dfsg-3ubuntu0.2
2021-12-20 11:34:50 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:34:50 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:34:50 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:02 startup archives unpack
2021-12-20 11:35:02 install bc:amd64 <none> 1.07.1-2build1
2021-12-20 11:35:02 status half-installed bc:amd64 1.07.1-2build1
2021-12-20 11:35:02 status triggers-pending install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:02 status unpacked bc:amd64 1.07.1-2build1
2021-12-20 11:35:02 startup packages configure
2021-12-20 11:35:02 configure bc:amd64 1.07.1-2build1 <none>
2021-12-20 11:35:02 status unpacked bc:amd64 1.07.1-2build1
2021-12-20 11:35:02 status half-configured bc:amd64 1.07.1-2build1
2021-12-20 11:35:02 status installed bc:amd64 1.07.1-2build1
2021-12-20 11:35:02 trigproc install-info:amd64 6.7.0.dfsg.2-5 <none>
2021-12-20 11:35:02 status half-configured install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:02 status installed install-info:amd64 6.7.0.dfsg.2-5
2021-12-20 11:35:06 startup archives unpack
2021-12-20 11:35:06 install libatomic1:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:06 status half-installed libatomic1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 status unpacked libatomic1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 install shellcheck:amd64 <none> 0.7.0-2build2
2021-12-20 11:35:06 status half-installed shellcheck:amd64 0.7.0-2build2
2021-12-20 11:35:06 status unpacked shellcheck:amd64 0.7.0-2build2
2021-12-20 11:35:06 startup packages configure
2021-12-20 11:35:06 configure libatomic1:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-12-20 11:35:06 status unpacked libatomic1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 status half-configured libatomic1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 status installed libatomic1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:06 configure shellcheck:amd64 0.7.0-2build2 <none>
2021-12-20 11:35:06 status unpacked shellcheck:amd64 0.7.0-2build2
2021-12-20 11:35:06 status half-configured shellcheck:amd64 0.7.0-2build2
2021-12-20 11:35:06 status installed shellcheck:amd64 0.7.0-2build2
2021-12-20 11:35:06 trigproc libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-12-20 11:35:06 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:06 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:17 startup archives unpack
2021-12-20 11:35:17 install liblocale-gettext-perl:amd64 <none> 1.07-4
2021-12-20 11:35:17 status half-installed liblocale-gettext-perl:amd64 1.07-4
2021-12-20 11:35:17 status unpacked liblocale-gettext-perl:amd64 1.07-4
2021-12-20 11:35:17 install manpages:all <none> 5.05-1
2021-12-20 11:35:17 status half-installed manpages:all 5.05-1
2021-12-20 11:35:17 status unpacked manpages:all 5.05-1
2021-12-20 11:35:17 install binutils-common:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:17 status half-installed binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 status unpacked binutils-common:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 install libbinutils:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:17 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:17 status half-installed libbinutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 status unpacked libbinutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 install libctf-nobfd0:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:17 status half-installed libctf-nobfd0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 status unpacked libctf-nobfd0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 install libctf0:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:17 status half-installed libctf0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 status unpacked libctf0:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 install binutils-x86-64-linux-gnu:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:17 status half-installed binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:17 status unpacked binutils-x86-64-linux-gnu:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:18 install binutils:amd64 <none> 2.34-6ubuntu1.3
2021-12-20 11:35:18 status half-installed binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:18 status unpacked binutils:amd64 2.34-6ubuntu1.3
2021-12-20 11:35:18 install libc-dev-bin:amd64 <none> 2.31-0ubuntu9.2
2021-12-20 11:35:18 status half-installed libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:18 status unpacked libc-dev-bin:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:18 install linux-libc-dev:amd64 <none> 5.4.0-91.102
2021-12-20 11:35:18 status half-installed linux-libc-dev:amd64 5.4.0-91.102
2021-12-20 11:35:18 status unpacked linux-libc-dev:amd64 5.4.0-91.102
2021-12-20 11:35:18 install libcrypt-dev:amd64 <none> 1:4.4.10-10ubuntu4
2021-12-20 11:35:18 status half-installed libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:35:18 status unpacked libcrypt-dev:amd64 1:4.4.10-10ubuntu4
2021-12-20 11:35:18 install libc6-dev:amd64 <none> 2.31-0ubuntu9.2
2021-12-20 11:35:18 status half-installed libc6-dev:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:18 status unpacked libc6-dev:amd64 2.31-0ubuntu9.2
2021-12-20 11:35:18 install gcc-9-base:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:18 status half-installed gcc-9-base:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:18 status unpacked gcc-9-base:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:18 install libisl22:amd64 <none> 0.22.1-1
2021-12-20 11:35:18 status half-installed libisl22:amd64 0.22.1-1
2021-12-20 11:35:18 status unpacked libisl22:amd64 0.22.1-1
2021-12-20 11:35:18 install libmpfr6:amd64 <none> 4.0.2-1
2021-12-20 11:35:18 status half-installed libmpfr6:amd64 4.0.2-1
2021-12-20 11:35:18 status unpacked libmpfr6:amd64 4.0.2-1
2021-12-20 11:35:19 install libmpc3:amd64 <none> 1.1.0-1
2021-12-20 11:35:19 status half-installed libmpc3:amd64 1.1.0-1
2021-12-20 11:35:19 status unpacked libmpc3:amd64 1.1.0-1
2021-12-20 11:35:19 install cpp-9:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:19 status half-installed cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:20 status unpacked cpp-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:20 install cpp:amd64 <none> 4:9.3.0-1ubuntu2
2021-12-20 11:35:20 status half-installed cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:20 status unpacked cpp:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:20 install libcc1-0:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status half-installed libcc1-0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status unpacked libcc1-0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 install libitm1:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status half-installed libitm1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status unpacked libitm1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 install libasan5:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:20 status half-installed libasan5:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:20 status unpacked libasan5:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:20 install liblsan0:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status half-installed liblsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status unpacked liblsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 install libtsan0:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:20 status half-installed libtsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 status unpacked libtsan0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 install libubsan1:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 status half-installed libubsan1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 status unpacked libubsan1:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 install libquadmath0:amd64 <none> 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 status half-installed libquadmath0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 status unpacked libquadmath0:amd64 10.3.0-1ubuntu1~20.04
2021-12-20 11:35:21 install libgcc-9-dev:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:21 status half-installed libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:21 status unpacked libgcc-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:21 install gcc-9:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:21 status half-installed gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 status unpacked gcc-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 install gcc:amd64 <none> 4:9.3.0-1ubuntu2
2021-12-20 11:35:23 status half-installed gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:23 status unpacked gcc:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:23 install libstdc++-9-dev:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 status half-installed libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 status unpacked libstdc++-9-dev:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 install g++-9:amd64 <none> 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:23 status half-installed g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:25 status unpacked g++-9:amd64 9.3.0-17ubuntu1~20.04
2021-12-20 11:35:25 install g++:amd64 <none> 4:9.3.0-1ubuntu2
2021-12-20 11:35:25 status half-installed g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:25 status unpacked g++:amd64 4:9.3.0-1ubuntu2
2021-12-20 11:35:25 install make:amd64 <none> 4.2.1-1.2
2021-12-20 11:35:25 status half-installed make:amd64 4.2.1-1.2
2021-12-20 11:35:25 status unpacked make:amd64 4.2.1-1.2
2021-12-20 11:35:26 install libdpkg-perl:all <none> 1.19.7ubuntu3
2021-12-20 11:35:26 status half-installed libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:35:26 status unpacked libdpkg-perl:all 1.19.7ubuntu3
2021-12-20 11:35:26 install dpkg-dev:all <none> 1.19.7ubuntu3
2021-12-20 11:35:26 status half-installed dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:35:26 status unpacked dpkg-dev:all 1.19.7ubuntu3
2021-12-20 11:35:26 install build-essential:amd64 <none> 12.8ubuntu1.1
2021-12-20 11:35:26 status half-installed build-essential:amd64 12.8ubuntu1.1
2021-12-20 11:35:26 status unpacked build-essential:amd64 12.8ubuntu1.1
2021-12-20 11:35:26 install libassuan0:amd64 <none> 2.5.3-7ubuntu2
2021-12-20 11:35:26 status half-installed libassuan0:amd64 2.5.3-7ubuntu2
2021-12-20 11:35:26 status unpacked libassuan0:amd64 2.5.3-7ubuntu2
2021-12-20 11:35:26 install gpgconf:amd64 <none> 2.2.19-3ubuntu2.1
2021-12-20 11:35:26 status half-installed gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:26 status unpacked gpgconf:amd64 2.2.19-3ubuntu2.1
2021-12-20 11:35:26 install libksba8:amd64 <none> 1.3.5-2
2021-12-20 11:35:26 status half-installed libksba8:amd64 1.3.5-2
